reef,longitude,latitude,month,year,month_year,month_year2,coral_type,lightest_letter,lightest_number,darkest_letter,darkest_number
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,D,3,C,3
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Branching,C,2,D,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,E,2,C,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,E,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,D,2,D,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,D,2,C,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Soft,E,2,E,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,B,3,E,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Boulder,E,2,E,6
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Soft,C,2,C,5
Pottery,99.81987,10.082531,10,2016,2016-10-01,2016-10,Soft,E,2,E,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,D,2,D,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,D,3,D,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,3,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,E,2,E,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,D,2,D,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,3,D,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,D,2,D,6
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,D,3,D,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,3,C,6
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,D,3,D,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,1,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,2,D,3
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,5
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,4,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,3,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,3,C,5
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,4,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,4,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,4,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,4
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,5,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,1,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Pottery,99.81987,10.082532,10,2016,2016-10-01,2016-10,Branching,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,2,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Soft,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Soft,C,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,3,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,2,C,3
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,4,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Soft,C,2,C,3
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,D,4,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,D,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,D,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,D,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,4,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,4,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,4,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,B,4,B,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,5,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,4,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,2,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,3,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,4,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,D,2,D,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,C,3,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,D,2,E,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,D,2,D,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,2,D,2
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,C,2,C,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,D,2,D,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,1,C,3
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,1,C,3
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,D,1,D,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Plate,D,3,D,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Soft,C,1,C,3
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,B,3,B,5
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,C,2,D,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Branching,D,1,D,4
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,E,3,D,6
Aow Lewk,99.839836,10.070405,10,2016,2016-10-01,2016-10,Boulder,D,2,E,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,C,3,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,E,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Soft,D,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,2,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Branching,C,3,C,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Plate,E,2,E,4
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,D,2,D,5
Japanese Gardens,99.815308,10.119847,10,2016,2016-10-01,2016-10,Boulder,D,2,D,4
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,2,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,1,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Soft,C,2,C,4
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Soft,C,2,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,E,3,E,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Plate,C,1,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Soft,D,2,D,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,4,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,4,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,D,4,D,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,B,2,B,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,1,C,4
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,B,3,B,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,1,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,2,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,2,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,2,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Plate,C,2,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,C,2,C,3
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Branching,D,2,D,5
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,09,2016,2016-09-01,2016-09,Boulder,C,2,C,3
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Plate,C,2,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Plate,D,3,D,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,E,3,E,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,4,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,C,3,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Soft,C,3,C,4
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,2,C,3
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,E,4,B,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,3,C,4
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,C,1,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,E,3,B,4
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,E,2,E,5
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Soft,D,2,D,4
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,C,3,C,6
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Branching,E,3,B,4
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,D,2,D,6
"Aow Lewk South, Hin Ngam",99.842331,10.06715,09,2016,2016-09-01,2016-09,Boulder,D,2,D,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,3,D,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,E,3,E,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,1,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,D,3
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,1,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,1,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,1,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,4,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,B,2,B,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,E,1,E,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,E,2,E,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,B,2,B,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,4,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,4,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,B,3,B,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,B,2,B,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,3,D,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,4,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,B,4,B,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,2,D,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,D,2,D,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,D,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,2,E,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,2,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Soft,D,2,C,3
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,D,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,D,1,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Soft,D,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,2,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,1,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,2,D,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,D,3,D,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,6
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,D,2,D,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,3,D,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,2,D,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,B,3,B,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Plate,E,1,E,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,D,2,D,5
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Branching,D,2,D,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,1,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,C,2,C,4
Mango Bay,99.83493,10.122097,09,2016,2016-09-01,2016-09,Boulder,D,1,D,4
