reef,longitude,latitude,month,year,month_year,month_year2,coral_type,lightest_letter,lightest_number,darkest_letter,darkest_number
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,E,2,E,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,4,C,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,1,C,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,3,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,2,C,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,B,3,B,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,2,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,1,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,D,1,D,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,C,2,C,2
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,E,3,E,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,3,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,B,1,B,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,B,5,B,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,D,3,D,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,3
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,B,3,B,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,D,2,D,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,C,3,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Plate,E,2,E,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,E,4,E,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Soft,E,4,E,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,2,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Boulder,C,3,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,3,C,4
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,D,2,D,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,2,C,6
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,2,C,5
Japanese Gardens,99.815308,10.119847,04,2018,2018-04-01,2018-04,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,E,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,2,C,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,2,E,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,2,C,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,E,2,B,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,E,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,C,3,C,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,D,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,C,2,C,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,D,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,D,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,C,2,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,E,2,E,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Plate,C,2,C,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,6,D,6
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,2,C,4
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,3,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,4,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,3,E,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,4
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,3
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,3,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,4,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,4,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,2,C,3
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,4,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,D,2,C,4
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Branching,C,4,C,5
Mango Bay,99.83493,10.122097,04,2018,2018-04-01,2018-04,Boulder,C,3,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,3,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,B,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,D,4
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,B,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,B,2,E,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,B,2,B,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,E,2,E,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Branching,D,2,C,3
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Branching,C,2,C,4
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Branching,C,3,D,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,3
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Soft,C,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,E,2,B,4
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,3,C,4
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,D,3
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,E,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,D,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,B,1,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,E,2,C,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,D,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,C,6
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,C,2,D,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,5
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Plate,C,2,C,4
Pottery,99.81987,10.08253,03,2018,2018-03-01,2018-03,Boulder,D,2,C,5
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,4
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,1,C,5
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,B,4,B,4
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,1,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,4
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,4,C,4
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,6
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,D,1,D,5
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,C,3,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,D,4,D,5
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,C,3,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,D,2,D,2
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Boulder,D,1,D,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Plate,C,2,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Plate,C,2,C,4
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Plate,C,2,C,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Plate,E,2,E,3
Junkyard,99.819901,10.08708,03,2018,2018-03-01,2018-03,Branching,C,2,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,E,2,E,3
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,5,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,3,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,5,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,5,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,E,3,E,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,5,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,4,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,D,3,D,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,4,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,5,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,D,2,D,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,1,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,1,C,3
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,D,5,D,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,4,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,2,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,D,4,D,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,2,C,4
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Plate,C,4,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,D,5,D,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Branching,C,2,C,6
Shark Island,99.844902,10.061822,03,2018,2018-03-01,2018-03,Boulder,C,5,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,1,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Plate,C,4,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,2,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,3,D,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,2,B,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,3,E,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,B,2,B,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,B,1,D,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,E,2,D,4
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,E,1,E,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,1,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,1,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,B,1,B,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,4,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,4,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,3,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,4,E,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,1,E,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,1,E,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,D,1,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,D,1,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,4,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,1,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,3,E,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Soft,D,3,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,3,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,E,4,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,B,3,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,2,B,4
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,2,B,4
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,3,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,2,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,2,E,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,2,B,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Branching,B,1,C,3
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Plate,E,3,D,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,3,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,3,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,2,D,5
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Boulder,D,1,D,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Plate,C,2,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Plate,C,3,C,6
Chumphon,99.771675,10.192892,03,2018,2018-03-01,2018-03,Plate,C,3,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,1,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Plate,C,3,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,3,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,1,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,1,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,3,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Plate,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,3,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,B,5,B,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,3,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,5,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,1,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,D,1,D,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Plate,C,4,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Branching,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Plate,C,3,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,3,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,4
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,3,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,5,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,1,C,5
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,4,C,6
Aow Lewk,99.839836,10.070405,03,2018,2018-03-01,2018-03,Boulder,C,2,C,6
